app_id,app_pkg,app_name,category_id,data_safety_content,privacy_policy_content,right_claim,method_claim,app_test_candidate,right_types,execution_channels,path_text,target_data,access_copy_type,time_limit,dynamic_test_goal,usability_risk,reason
272,,Keep,0,"【参考上下文】本句在句向量聚类中为噪声点（未归入稠密簇）。下列为同文档中抽取的若干其它句子，仅作 Lab3 行权方式识别的弱参照。

We're sorry but this site doesn't work properly without JavaScript enabled.
【同簇句】
Please enable it to continue.
【同簇句】
更新日期：2023 年 11 月 06 日
【同簇句】
生效日期：2023 年 11 月 06 日
【同簇句】
北京卡路里科技有限公司及关联公司（以下简称「Keep App」或「我们」）非常重视您的个人信息，并让您对个人信息拥有控制权，我们会使用强大的加密技术来保护您的隐私，同时制定严格的政策来管理所有数据。
【同簇句】
当您访问 Keep App 时，或使用我们提供的服务前，您需要同意本政策中关于我们如何收集、使用、储存和分享您的相关信息的规定。
【同簇句】
如果您不同意本隐私政策中的任何内容，请立即停止使用或访问我们的产品和服务。
【同簇句】
若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
Keep网页及App的运营者为北京卡路里科技有限公司或其关联公司。
【同簇句】
注册地址为北京市朝阳区望京街9号商业楼1层V段号031室、032室。
【同簇句】
我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
ii.
【同簇句】
当您使用一些功能时，我们会在获得您的单独同意后，收集您的一些敏感信息，除非按照相关法律法规要求必须收集，拒绝提供这些信息仅会使您无法使用相关特定功能，但不影响您正常使用Keep App的其他功能。
【同簇句】
iii.
【同簇句】
目前， Keep App 不会主动共享或转让您的个人信息至Keep App外的第三方，如存在其他共享或转让您的个人信息或您需要我们将您的个人信息共享或转让至Keep App外的第三方情形时，我们会直接或确认第三方征得您对上述行为的单独同意，此外，我们会对对外提供信息的行为进行风险评估。
【同簇句】
iv.您可以通过本指引所列途径访问、更正、删除您的个人信息，也可以撤回同意、注销账号、投诉举报以及设置隐私功能。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
注册、登录账号
【同簇句】
A．当您注册、登录Keep App时，您可以通过手机号创建账号，并且您可以完善相关的个人资料（包括头像、昵称、密码），收集这些信息是为了帮助您完成注册。",这些技术还会帮助我们改进服务效率，提升登录和响应速度。,0,0,0,[],[],,,,,,unknown,句子仅说明技术帮助改进服务效率和提升速度，未涉及用户隐私权利或执行方式。
273,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #10 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
此类信息包括：
【同簇句】
这些信息是为了用于创建内部用户编号以帮助我们更好地进行精准的信息推送，避免重复投递信息，对您造成信息干扰。
【同簇句】
这些信息是为了用于帮助我们分析产品功能的使用情况，以更好地改进我们的产品和/或服务，提高您的用户体验。
【同簇句】
除我们主动收集的个人信息，您通过Keep App发布的文字、上传的照片和视频，以及使用社交网络服务过程中上传的信息，我们仅作为数据存储于服务器，按照《网络安全法》《个人信息保护法》及其他法律法规、监管政策要求，我们不会将您的这些信息进行收集用于其他商业目的或信息分享，但当符合国家相关法律法规及其政策要求或国家相关部门的要求时，我们会在法律允许的范围内使用您的这些信息，例如检索、筛选您的这些信息中是否存在不符合法律、法规、违反公序良俗等情形的内容，并向国家相关部门提交涉嫌违反相关法律法规规定的信息。
【同簇句】
1这包括我们的物流供应商、数据中心、数据存储设施、客户服务供应商、广告和营销服务供应商以及其他业务合作伙伴。
【同簇句】
我们使用所掌握的信息来帮助广告主和其他合作伙伴评估他们广告和服务的成效及覆盖情况，并了解使用他们服务的人群类型以及人们如何与其网站、应用和服务互动。
【同簇句】
我们也可能与其共享我们服务的一般使用趋势，例如购买某些产品或从事某些交易的特定人群中的客户数量。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
Cookie 和同类型技术是互联网中的通用常用技术。
【同簇句】
我们将通过Cookie和其他技术收集的信息视为非个人信息。
【同簇句】
我们使用 Cookie 和同类技术主要为了实现以下功能或服务：
【同簇句】
我们可能会利用 Cookie 和同类技术了解您的偏好和使用习惯，进行咨询或数据分析，以改善产品服务及用户体验。",帮助您获得更轻松的访问体验,0,0,0,[],[],,,,,,unknown,句子仅描述提升访问体验的模糊目标，未涉及任何个人信息处理、用户权利或执行方式。
274,,Keep,0,"【参考上下文】本句在句向量聚类中为噪声点（未归入稠密簇）。下列为同文档中抽取的若干其它句子，仅作 Lab3 行权方式识别的弱参照。

We're sorry but this site doesn't work properly without JavaScript enabled.
【同簇句】
Please enable it to continue.
【同簇句】
更新日期：2023 年 11 月 06 日
【同簇句】
生效日期：2023 年 11 月 06 日
【同簇句】
北京卡路里科技有限公司及关联公司（以下简称「Keep App」或「我们」）非常重视您的个人信息，并让您对个人信息拥有控制权，我们会使用强大的加密技术来保护您的隐私，同时制定严格的政策来管理所有数据。
【同簇句】
当您访问 Keep App 时，或使用我们提供的服务前，您需要同意本政策中关于我们如何收集、使用、储存和分享您的相关信息的规定。
【同簇句】
如果您不同意本隐私政策中的任何内容，请立即停止使用或访问我们的产品和服务。
【同簇句】
若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
Keep网页及App的运营者为北京卡路里科技有限公司或其关联公司。
【同簇句】
注册地址为北京市朝阳区望京街9号商业楼1层V段号031室、032室。
【同簇句】
我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
ii.
【同簇句】
当您使用一些功能时，我们会在获得您的单独同意后，收集您的一些敏感信息，除非按照相关法律法规要求必须收集，拒绝提供这些信息仅会使您无法使用相关特定功能，但不影响您正常使用Keep App的其他功能。
【同簇句】
iii.
【同簇句】
目前， Keep App 不会主动共享或转让您的个人信息至Keep App外的第三方，如存在其他共享或转让您的个人信息或您需要我们将您的个人信息共享或转让至Keep App外的第三方情形时，我们会直接或确认第三方征得您对上述行为的单独同意，此外，我们会对对外提供信息的行为进行风险评估。
【同簇句】
iv.您可以通过本指引所列途径访问、更正、删除您的个人信息，也可以撤回同意、注销账号、投诉举报以及设置隐私功能。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
注册、登录账号
【同簇句】
A．当您注册、登录Keep App时，您可以通过手机号创建账号，并且您可以完善相关的个人资料（包括头像、昵称、密码），收集这些信息是为了帮助您完成注册。",为您推荐、展示、推送您可能感兴趣的内容,1,0,0,"[""inform_decision""]",[],,推荐内容,,,,unknown,句子告知了推荐功能的目的，属于知情权信号，但未提供用户控制或执行方式。
275,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #10 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
此类信息包括：
【同簇句】
这些信息是为了用于创建内部用户编号以帮助我们更好地进行精准的信息推送，避免重复投递信息，对您造成信息干扰。
【同簇句】
这些信息是为了用于帮助我们分析产品功能的使用情况，以更好地改进我们的产品和/或服务，提高您的用户体验。
【同簇句】
除我们主动收集的个人信息，您通过Keep App发布的文字、上传的照片和视频，以及使用社交网络服务过程中上传的信息，我们仅作为数据存储于服务器，按照《网络安全法》《个人信息保护法》及其他法律法规、监管政策要求，我们不会将您的这些信息进行收集用于其他商业目的或信息分享，但当符合国家相关法律法规及其政策要求或国家相关部门的要求时，我们会在法律允许的范围内使用您的这些信息，例如检索、筛选您的这些信息中是否存在不符合法律、法规、违反公序良俗等情形的内容，并向国家相关部门提交涉嫌违反相关法律法规规定的信息。
【同簇句】
1这包括我们的物流供应商、数据中心、数据存储设施、客户服务供应商、广告和营销服务供应商以及其他业务合作伙伴。
【同簇句】
我们使用所掌握的信息来帮助广告主和其他合作伙伴评估他们广告和服务的成效及覆盖情况，并了解使用他们服务的人群类型以及人们如何与其网站、应用和服务互动。
【同簇句】
我们也可能与其共享我们服务的一般使用趋势，例如购买某些产品或从事某些交易的特定人群中的客户数量。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
Cookie 和同类型技术是互联网中的通用常用技术。
【同簇句】
我们将通过Cookie和其他技术收集的信息视为非个人信息。
【同簇句】
我们使用 Cookie 和同类技术主要为了实现以下功能或服务：
【同簇句】
帮助您获得更轻松的访问体验",我们可能会利用 Cookie 和同类技术了解您的偏好和使用习惯，进行咨询或数据分析，以改善产品服务及用户体验。,1,0,0,"[""inform_decision""]",[],,偏好和使用习惯,,,,unknown,句子告知了利用Cookie和同类技术收集偏好和使用习惯以改善服务，属于知情权信号，但未提供用户执行方式。
276,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

交易信息
【同簇句】
日志信息
【同簇句】
（1）READ_EXTERNAL_STORAGE（读取外置存储器）
【同簇句】
（2）WRITE_EXTERNAL_STORAGE（写入外置存储器）
【同簇句】
信息存储的地点
【同簇句】
信息存储的期限
【同簇句】
Cookie 还能存储用户使用偏好及其他信息。
【同簇句】
和大部分网站一样，我们收集特定信息并保存在日志文件中。
【同簇句】
本地存储- HTML5/Flash
【同簇句】
我们使用本地存储对象 (LSO)，例如HTML5或Flash，来存储内容。
【同簇句】
各种浏览器提供了各自的管理工具来删除HTML5本地存储对象。",日志文件,1,0,0,"[""inform_decision""]",[],,日志文件,,,,unknown,句子仅提及日志文件，属于个人信息处理中的知情权内容，但未提供任何用户执行方式或路径。
277,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

交易信息
【同簇句】
日志信息
【同簇句】
（1）READ_EXTERNAL_STORAGE（读取外置存储器）
【同簇句】
（2）WRITE_EXTERNAL_STORAGE（写入外置存储器）
【同簇句】
信息存储的地点
【同簇句】
信息存储的期限
【同簇句】
Cookie 还能存储用户使用偏好及其他信息。
【同簇句】
日志文件
【同簇句】
本地存储- HTML5/Flash
【同簇句】
我们使用本地存储对象 (LSO)，例如HTML5或Flash，来存储内容。
【同簇句】
各种浏览器提供了各自的管理工具来删除HTML5本地存储对象。",和大部分网站一样，我们收集特定信息并保存在日志文件中。,1,0,0,"[""inform_decision""]",[],,特定信息、日志文件,,,,unknown,句子告知了收集信息并保存在日志文件中，属于知情权信号，但未提供用户执行方式。
278,,Keep,0,"【参考上下文】本句在句向量聚类中为噪声点（未归入稠密簇）。下列为同文档中抽取的若干其它句子，仅作 Lab3 行权方式识别的弱参照。

We're sorry but this site doesn't work properly without JavaScript enabled.
【同簇句】
Please enable it to continue.
【同簇句】
更新日期：2023 年 11 月 06 日
【同簇句】
生效日期：2023 年 11 月 06 日
【同簇句】
北京卡路里科技有限公司及关联公司（以下简称「Keep App」或「我们」）非常重视您的个人信息，并让您对个人信息拥有控制权，我们会使用强大的加密技术来保护您的隐私，同时制定严格的政策来管理所有数据。
【同簇句】
当您访问 Keep App 时，或使用我们提供的服务前，您需要同意本政策中关于我们如何收集、使用、储存和分享您的相关信息的规定。
【同簇句】
如果您不同意本隐私政策中的任何内容，请立即停止使用或访问我们的产品和服务。
【同簇句】
若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
Keep网页及App的运营者为北京卡路里科技有限公司或其关联公司。
【同簇句】
注册地址为北京市朝阳区望京街9号商业楼1层V段号031室、032室。
【同簇句】
我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
ii.
【同簇句】
当您使用一些功能时，我们会在获得您的单独同意后，收集您的一些敏感信息，除非按照相关法律法规要求必须收集，拒绝提供这些信息仅会使您无法使用相关特定功能，但不影响您正常使用Keep App的其他功能。
【同簇句】
iii.
【同簇句】
目前， Keep App 不会主动共享或转让您的个人信息至Keep App外的第三方，如存在其他共享或转让您的个人信息或您需要我们将您的个人信息共享或转让至Keep App外的第三方情形时，我们会直接或确认第三方征得您对上述行为的单独同意，此外，我们会对对外提供信息的行为进行风险评估。
【同簇句】
iv.您可以通过本指引所列途径访问、更正、删除您的个人信息，也可以撤回同意、注销账号、投诉举报以及设置隐私功能。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
注册、登录账号
【同簇句】
A．当您注册、登录Keep App时，您可以通过手机号创建账号，并且您可以完善相关的个人资料（包括头像、昵称、密码），收集这些信息是为了帮助您完成注册。",此类信息可能包括互联网协议 地址、浏览器类型、互联网服务供应商 (ISP)、引用/退出页面、操作系统、日期/时间戳和/或点击流数据。,1,0,0,"[""inform_decision""]",[],,互联网协议地址、浏览器类型、互联网服务供应商 (ISP)、引用/退出页面、操作系统、日期/时间戳、点击流数据,,,,unknown,句子告知了可能收集的自动记录信息类型，属于知情权信号，但未提供任何用户执行方式或控制路径。
279,,Keep,0,"【参考上下文】本句在句向量聚类中为噪声点（未归入稠密簇）。下列为同文档中抽取的若干其它句子，仅作 Lab3 行权方式识别的弱参照。

We're sorry but this site doesn't work properly without JavaScript enabled.
【同簇句】
Please enable it to continue.
【同簇句】
更新日期：2023 年 11 月 06 日
【同簇句】
生效日期：2023 年 11 月 06 日
【同簇句】
北京卡路里科技有限公司及关联公司（以下简称「Keep App」或「我们」）非常重视您的个人信息，并让您对个人信息拥有控制权，我们会使用强大的加密技术来保护您的隐私，同时制定严格的政策来管理所有数据。
【同簇句】
当您访问 Keep App 时，或使用我们提供的服务前，您需要同意本政策中关于我们如何收集、使用、储存和分享您的相关信息的规定。
【同簇句】
如果您不同意本隐私政策中的任何内容，请立即停止使用或访问我们的产品和服务。
【同簇句】
若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
Keep网页及App的运营者为北京卡路里科技有限公司或其关联公司。
【同簇句】
注册地址为北京市朝阳区望京街9号商业楼1层V段号031室、032室。
【同簇句】
我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
ii.
【同簇句】
当您使用一些功能时，我们会在获得您的单独同意后，收集您的一些敏感信息，除非按照相关法律法规要求必须收集，拒绝提供这些信息仅会使您无法使用相关特定功能，但不影响您正常使用Keep App的其他功能。
【同簇句】
iii.
【同簇句】
目前， Keep App 不会主动共享或转让您的个人信息至Keep App外的第三方，如存在其他共享或转让您的个人信息或您需要我们将您的个人信息共享或转让至Keep App外的第三方情形时，我们会直接或确认第三方征得您对上述行为的单独同意，此外，我们会对对外提供信息的行为进行风险评估。
【同簇句】
iv.您可以通过本指引所列途径访问、更正、删除您的个人信息，也可以撤回同意、注销账号、投诉举报以及设置隐私功能。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
注册、登录账号
【同簇句】
A．当您注册、登录Keep App时，您可以通过手机号创建账号，并且您可以完善相关的个人资料（包括头像、昵称、密码），收集这些信息是为了帮助您完成注册。",我们不会把自动收集的日志数据与我们收集的其他信息进行关联。,1,0,0,"[""inform_decision""]",[],,自动收集的日志数据,,,,unknown,句子告知了不会将日志数据与其他信息关联，属于个人信息处理方式的知情内容，但未提供用户可执行的权利路径。
280,,Keep,0,"【参考上下文】本句在句向量聚类中为噪声点（未归入稠密簇）。下列为同文档中抽取的若干其它句子，仅作 Lab3 行权方式识别的弱参照。

We're sorry but this site doesn't work properly without JavaScript enabled.
【同簇句】
Please enable it to continue.
【同簇句】
更新日期：2023 年 11 月 06 日
【同簇句】
生效日期：2023 年 11 月 06 日
【同簇句】
北京卡路里科技有限公司及关联公司（以下简称「Keep App」或「我们」）非常重视您的个人信息，并让您对个人信息拥有控制权，我们会使用强大的加密技术来保护您的隐私，同时制定严格的政策来管理所有数据。
【同簇句】
当您访问 Keep App 时，或使用我们提供的服务前，您需要同意本政策中关于我们如何收集、使用、储存和分享您的相关信息的规定。
【同簇句】
如果您不同意本隐私政策中的任何内容，请立即停止使用或访问我们的产品和服务。
【同簇句】
若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
Keep网页及App的运营者为北京卡路里科技有限公司或其关联公司。
【同簇句】
注册地址为北京市朝阳区望京街9号商业楼1层V段号031室、032室。
【同簇句】
我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
ii.
【同簇句】
当您使用一些功能时，我们会在获得您的单独同意后，收集您的一些敏感信息，除非按照相关法律法规要求必须收集，拒绝提供这些信息仅会使您无法使用相关特定功能，但不影响您正常使用Keep App的其他功能。
【同簇句】
iii.
【同簇句】
目前， Keep App 不会主动共享或转让您的个人信息至Keep App外的第三方，如存在其他共享或转让您的个人信息或您需要我们将您的个人信息共享或转让至Keep App外的第三方情形时，我们会直接或确认第三方征得您对上述行为的单独同意，此外，我们会对对外提供信息的行为进行风险评估。
【同簇句】
iv.您可以通过本指引所列途径访问、更正、删除您的个人信息，也可以撤回同意、注销账号、投诉举报以及设置隐私功能。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
注册、登录账号
【同簇句】
A．当您注册、登录Keep App时，您可以通过手机号创建账号，并且您可以完善相关的个人资料（包括头像、昵称、密码），收集这些信息是为了帮助您完成注册。",移动分析,0,0,0,[],[],,,,,,unknown,句子仅为标题“移动分析”，未声明任何用户隐私权利或执行方式。
281,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

交易信息
【同簇句】
日志信息
【同簇句】
（1）READ_EXTERNAL_STORAGE（读取外置存储器）
【同簇句】
（2）WRITE_EXTERNAL_STORAGE（写入外置存储器）
【同簇句】
信息存储的地点
【同簇句】
信息存储的期限
【同簇句】
Cookie 还能存储用户使用偏好及其他信息。
【同簇句】
日志文件
【同簇句】
和大部分网站一样，我们收集特定信息并保存在日志文件中。
【同簇句】
我们使用本地存储对象 (LSO)，例如HTML5或Flash，来存储内容。
【同簇句】
各种浏览器提供了各自的管理工具来删除HTML5本地存储对象。",本地存储- HTML5/Flash,1,0,0,"[""inform_decision""]",[],,本地存储对象（HTML5/Flash）,,,,unknown,句子告知了使用HTML5/Flash本地存储技术，属于个人信息处理方式的知情内容，但未提供用户控制或执行路径。
282,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

交易信息
【同簇句】
日志信息
【同簇句】
（1）READ_EXTERNAL_STORAGE（读取外置存储器）
【同簇句】
（2）WRITE_EXTERNAL_STORAGE（写入外置存储器）
【同簇句】
信息存储的地点
【同簇句】
信息存储的期限
【同簇句】
Cookie 还能存储用户使用偏好及其他信息。
【同簇句】
日志文件
【同簇句】
和大部分网站一样，我们收集特定信息并保存在日志文件中。
【同簇句】
本地存储- HTML5/Flash
【同簇句】
各种浏览器提供了各自的管理工具来删除HTML5本地存储对象。",我们使用本地存储对象 (LSO)，例如HTML5或Flash，来存储内容。,1,0,0,"[""inform_decision""]",[],,本地存储对象 (LSO)，例如HTML5或Flash,,,,unknown,句子告知了使用本地存储对象存储内容，属于个人信息处理的知情内容，但未提供用户执行方式。
283,,Keep,0,"【参考上下文】本句在句向量聚类中为噪声点（未归入稠密簇）。下列为同文档中抽取的若干其它句子，仅作 Lab3 行权方式识别的弱参照。

We're sorry but this site doesn't work properly without JavaScript enabled.
【同簇句】
Please enable it to continue.
【同簇句】
更新日期：2023 年 11 月 06 日
【同簇句】
生效日期：2023 年 11 月 06 日
【同簇句】
北京卡路里科技有限公司及关联公司（以下简称「Keep App」或「我们」）非常重视您的个人信息，并让您对个人信息拥有控制权，我们会使用强大的加密技术来保护您的隐私，同时制定严格的政策来管理所有数据。
【同簇句】
当您访问 Keep App 时，或使用我们提供的服务前，您需要同意本政策中关于我们如何收集、使用、储存和分享您的相关信息的规定。
【同簇句】
如果您不同意本隐私政策中的任何内容，请立即停止使用或访问我们的产品和服务。
【同簇句】
若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
Keep网页及App的运营者为北京卡路里科技有限公司或其关联公司。
【同簇句】
注册地址为北京市朝阳区望京街9号商业楼1层V段号031室、032室。
【同簇句】
我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
ii.
【同簇句】
当您使用一些功能时，我们会在获得您的单独同意后，收集您的一些敏感信息，除非按照相关法律法规要求必须收集，拒绝提供这些信息仅会使您无法使用相关特定功能，但不影响您正常使用Keep App的其他功能。
【同簇句】
iii.
【同簇句】
目前， Keep App 不会主动共享或转让您的个人信息至Keep App外的第三方，如存在其他共享或转让您的个人信息或您需要我们将您的个人信息共享或转让至Keep App外的第三方情形时，我们会直接或确认第三方征得您对上述行为的单独同意，此外，我们会对对外提供信息的行为进行风险评估。
【同簇句】
iv.您可以通过本指引所列途径访问、更正、删除您的个人信息，也可以撤回同意、注销账号、投诉举报以及设置隐私功能。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
注册、登录账号
【同簇句】
A．当您注册、登录Keep App时，您可以通过手机号创建账号，并且您可以完善相关的个人资料（包括头像、昵称、密码），收集这些信息是为了帮助您完成注册。",与我们合作在Keep App上提供某些功能，或根据您的浏览行为投放广告的第三方也会通过HTML5或Flash Cookie来收集和存储相关信息。,1,0,0,"[""inform_decision""]",[],,通过HTML5或Flash Cookie收集和存储的相关信息,,,,unknown,句子告知了第三方通过Cookie收集和存储信息的行为，属于知情权信号，但未提供用户执行方式或控制路径。
284,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

交易信息
【同簇句】
日志信息
【同簇句】
（1）READ_EXTERNAL_STORAGE（读取外置存储器）
【同簇句】
（2）WRITE_EXTERNAL_STORAGE（写入外置存储器）
【同簇句】
信息存储的地点
【同簇句】
信息存储的期限
【同簇句】
Cookie 还能存储用户使用偏好及其他信息。
【同簇句】
日志文件
【同簇句】
和大部分网站一样，我们收集特定信息并保存在日志文件中。
【同簇句】
本地存储- HTML5/Flash
【同簇句】
我们使用本地存储对象 (LSO)，例如HTML5或Flash，来存储内容。",各种浏览器提供了各自的管理工具来删除HTML5本地存储对象。,1,1,1,"[""deletion""]","[""app_ui""]",浏览器管理工具删除HTML5本地存储对象,HTML5本地存储对象,,,验证浏览器设置中是否存在删除HTML5本地存储对象的管理工具,low,句子提供了通过浏览器管理工具删除HTML5本地存储对象的明确路径，属于删除权执行方式，路径清晰且可动态验证。
285,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #3 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

若您公开发布的信息中涉及其他自然人或儿童个人信息的，您需要在发布前分别征得该自然人或该儿童监护人的同意。
【同簇句】
若您是已满14周岁但未满18周岁的未成年人，在使用Keep及相关服务前，应在您的父母或其他监护人监护、指导下共同阅读并同意本隐私政策。
【同簇句】
若您是未满14周岁的儿童，在使用Keep及相关服务前，应由您的监护人阅读并同意本隐私政策及《儿童个人信息保护政策及监护人须知》。
【同簇句】
《儿童个人信息保护政策及监护人须知》为本隐私政策的一部分。
【同簇句】
我们根据国家相关法律法规的规定保护未成年人的个人信息，只会在法律允许、父母或其他监护人明确同意或保护未成年人所必要的情况下收集、使用、共享或披露未成年人的个人信息；
【同簇句】
如果我们发现在未事先获得可证实的父母或其他监护人同意的情况下收集了未成年人的个人信息，则会设法尽快删除相关信息。
【同簇句】
同时我们建立了严格的未成年人信息收集使用规则，以保护儿童和青少年个人信息安全，你可以通过阅读《未成年人用户协议》了解更具体内容。
【同簇句】
我们认为监督孩子使用我们的产品或服务是家长或监护人的责任。
【同簇句】
若您是未成年人的家长或监护人，当您对您所监护的未成年人的个人信息有相关疑问时，或认为未成年人向Keep App提交了个人信息，请通过本隐私政策第十一条中公示的联系方式与我们联系。
【同簇句】
未成年人模式",未成年人通用条款,0,0,0,[],[],,,,,,unknown,句子仅为标题，未声明任何用户隐私权利或执行方式。
286,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #3 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

若您公开发布的信息中涉及其他自然人或儿童个人信息的，您需要在发布前分别征得该自然人或该儿童监护人的同意。
【同簇句】
未成年人通用条款
【同簇句】
若您是未满14周岁的儿童，在使用Keep及相关服务前，应由您的监护人阅读并同意本隐私政策及《儿童个人信息保护政策及监护人须知》。
【同簇句】
《儿童个人信息保护政策及监护人须知》为本隐私政策的一部分。
【同簇句】
我们根据国家相关法律法规的规定保护未成年人的个人信息，只会在法律允许、父母或其他监护人明确同意或保护未成年人所必要的情况下收集、使用、共享或披露未成年人的个人信息；
【同簇句】
如果我们发现在未事先获得可证实的父母或其他监护人同意的情况下收集了未成年人的个人信息，则会设法尽快删除相关信息。
【同簇句】
同时我们建立了严格的未成年人信息收集使用规则，以保护儿童和青少年个人信息安全，你可以通过阅读《未成年人用户协议》了解更具体内容。
【同簇句】
我们认为监督孩子使用我们的产品或服务是家长或监护人的责任。
【同簇句】
若您是未成年人的家长或监护人，当您对您所监护的未成年人的个人信息有相关疑问时，或认为未成年人向Keep App提交了个人信息，请通过本隐私政策第十一条中公示的联系方式与我们联系。
【同簇句】
未成年人模式",若您是已满14周岁但未满18周岁的未成年人，在使用Keep及相关服务前，应在您的父母或其他监护人监护、指导下共同阅读并同意本隐私政策。,1,0,0,"[""inform_decision"", ""consent""]",[],,,,,,unknown,句子告知未成年人需在监护人指导下同意隐私政策，属于知情权和同意权信号，但未提供具体执行路径或控制方式。
